stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening F:\School\Introduction_to_Programming\Final_Project\G37_FInal_Project\allegro5.cfg r
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.86793] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.86798] removed dtor for bitmap 000000000e91f1c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  19.86799] converting display bitmap 000000000e910580 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  19.86805] added dtor for bitmap 000000000e91f1c0, func 00007ffdb9531bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  19.86806] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.86807] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.86813] removed dtor for bitmap 000000000e91f1c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  19.86814] converting display bitmap 000000000e90d130 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  19.86821] added dtor for bitmap 000000000e91f1c0, func 00007ffdb9531bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  19.86822] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.86823] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.86829] removed dtor for bitmap 000000000e91f1c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  19.86830] converting display bitmap 00000000028bb310 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  19.86837] added dtor for bitmap 000000000e91f1c0, func 00007ffdb9531bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  19.86838] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.86838] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.87212] removed dtor for bitmap 000000000e91f1c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  19.87262] converting display bitmap 00000000029531f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  19.87273] added dtor for bitmap 000000000e91f1c0, func 00007ffdb9531bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  19.87274] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.87275] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.87684] removed dtor for bitmap 000000000e91f1c0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  19.87733] converting display bitmap 00000000028b8ba0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  19.87744] added dtor for bitmap 000000000e91f1c0, func 00007ffdb9531bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  19.87745] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  19.87746] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.87806] removed dtor for bitmap 000000000e91f1c0
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [  19.87817] waiting for display 000000000083c5d0's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  19.89065] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  19.89070] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  19.90431] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90445] removed dtor for bitmap 00000000029531f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90480] removed dtor for bitmap 00000000028bb310
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90522] removed dtor for sub_bitmap 00000000029533a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90526] removed dtor for sub_bitmap 0000000002953550
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90528] removed dtor for sub_bitmap 00000000028a3730
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90529] removed dtor for sub_bitmap 00000000028a38e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90530] removed dtor for sub_bitmap 00000000028a3a90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90531] removed dtor for sub_bitmap 00000000028ba9a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90532] removed dtor for sub_bitmap 00000000028bab50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90533] removed dtor for sub_bitmap 00000000028bad00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90534] removed dtor for sub_bitmap 00000000028baeb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90535] removed dtor for sub_bitmap 00000000028bb060
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90536] removed dtor for sub_bitmap 00000000028a1460
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90538] removed dtor for sub_bitmap 00000000028a23e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90539] removed dtor for sub_bitmap 00000000028a2230
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90541] removed dtor for sub_bitmap 00000000028a1660
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90542] removed dtor for sub_bitmap 00000000028a1ed0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90543] removed dtor for sub_bitmap 00000000028a19c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90544] removed dtor for sub_bitmap 00000000028a1d20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90545] removed dtor for sub_bitmap 00000000028a1b70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90547] removed dtor for sub_bitmap 00000000028a2080
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90548] removed dtor for sub_bitmap 00000000028a1810
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90549] removed dtor for sub_bitmap 00000000028c2130
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90550] removed dtor for sub_bitmap 00000000028c1050
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90551] removed dtor for sub_bitmap 00000000028c1560
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90553] removed dtor for sub_bitmap 00000000028c22e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90554] removed dtor for sub_bitmap 00000000028c0ea0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90555] removed dtor for sub_bitmap 00000000028c27f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90556] removed dtor for sub_bitmap 00000000028c1710
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90557] removed dtor for sub_bitmap 00000000028c18c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90559] removed dtor for sub_bitmap 00000000028c2640
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90560] removed dtor for sub_bitmap 00000000028c0cf0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90561] removed dtor for sub_bitmap 00000000028c0b40
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90563] removed dtor for sub_bitmap 00000000028c1c20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90564] removed dtor for sub_bitmap 00000000028c1a70
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90566] removed dtor for sub_bitmap 00000000028c1200
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90567] removed dtor for sub_bitmap 00000000028c13b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90568] removed dtor for sub_bitmap 00000000028c1dd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90570] removed dtor for sub_bitmap 00000000028c1f80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90571] removed dtor for sub_bitmap 00000000028c2490
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90572] removed dtor for sub_bitmap 000000000d6ce5c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90574] removed dtor for sub_bitmap 000000000d6ccfd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90575] removed dtor for sub_bitmap 000000000d6cead0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90576] removed dtor for sub_bitmap 000000000d6cd840
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90577] removed dtor for sub_bitmap 000000000d6cdf00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90578] removed dtor for sub_bitmap 000000000d6cce20
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90579] removed dtor for sub_bitmap 000000000d6cd330
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90580] removed dtor for sub_bitmap 000000000d6ce920
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90581] removed dtor for sub_bitmap 000000000d6cdd50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90583] removed dtor for sub_bitmap 000000000d6cd180
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90584] removed dtor for sub_bitmap 000000000d6ce0b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90585] removed dtor for sub_bitmap 000000000d6ce260
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90586] removed dtor for sub_bitmap 000000000d6cdba0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90587] removed dtor for sub_bitmap 000000000d6cd4e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90588] removed dtor for sub_bitmap 000000000d6ce410
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90589] removed dtor for sub_bitmap 000000000d6ce770
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90590] removed dtor for sub_bitmap 000000000d6cd690
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90591] removed dtor for sub_bitmap 000000000d6cd9f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90592] removed dtor for sub_bitmap 000000000d6cfb50
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90593] removed dtor for sub_bitmap 000000000d6d0720
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90595] removed dtor for sub_bitmap 000000000d6d08d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90596] removed dtor for sub_bitmap 000000000d6d0a80
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90597] removed dtor for sub_bitmap 000000000d6d12f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90598] removed dtor for sub_bitmap 000000000d6d0210
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90599] removed dtor for sub_bitmap 000000000d6d03c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90600] removed dtor for sub_bitmap 000000000d6cf640
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90601] removed dtor for sub_bitmap 000000000d6cf7f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90603] removed dtor for sub_bitmap 000000000d6d0c30
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90604] removed dtor for sub_bitmap 000000000d6cfd00
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90605] removed dtor for sub_bitmap 000000000d6cf9a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90606] removed dtor for sub_bitmap 000000000d6d0de0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90607] removed dtor for sub_bitmap 000000000d6d0570
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90609] removed dtor for sub_bitmap 000000000d6cfeb0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90610] removed dtor for sub_bitmap 000000000d6d0f90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90611] removed dtor for sub_bitmap 000000000d6d1140
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90613] removed dtor for sub_bitmap 000000000d6d0060
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90614] removed dtor for sub_bitmap 000000000d6d1b60
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90615] removed dtor for sub_bitmap 000000000d6d28e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90616] removed dtor for sub_bitmap 000000000d6d2580
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90618] removed dtor for sub_bitmap 000000000d6d23d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90619] removed dtor for sub_bitmap 000000000d6d1800
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90620] removed dtor for sub_bitmap 000000000d6d2220
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90622] removed dtor for sub_bitmap 000000000d6d3300
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90623] removed dtor for sub_bitmap 000000000d6d2fa0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90625] removed dtor for sub_bitmap 000000000d6d1650
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90626] removed dtor for sub_bitmap 000000000d6d2a90
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90627] removed dtor for sub_bitmap 000000000d6d1ec0
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90628] removed dtor for sub_bitmap 000000000d6d2730
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90630] removed dtor for sub_bitmap 000000000d6d2070
dtor     D               dtor.c:227  _al_unregister_destructor        [  19.90631] removed dtor for sub_bitmap 000000000d6d19b0
